step,klcoef,lr,rollout_time,horizon,speed,speed_rl,speed_rl_std,speed_human,inflow,outflow,inflow_hourly,outflow_hourly,collisions,fuel,backlog_step,n_total_veh_step,flow_horizontal,flow_vertical,raw_reward_mean,raw_reward_sum,reward_mean,reward_sum,n_veh_step_mean,n_veh_step_sum,n_veh_unique,policy_loss,kl,entropy,gd_time,total_time
48,0,0.001,9.01037,2000,5.27282,5.06155,3.57565,5.50385,563.41,542.148,2028.28,1951.73,11.8125,2347.94,33.0665,50.2669,765.625,765.625,0.241543,483.086,0.00761026,15.2205,8.91943,17838.9,286.039,-0.924183,-8.13501e-12,0.516848,2.31598,21991.3
49,0,0.001,7.41787,2000,5.68545,5.41667,3.7414,5.98384,564.078,545.586,2030.68,1964.11,11.6328,2517.16,34.0857,49.4481,765.625,765.625,0.243711,487.422,0.00792974,15.8595,8.04484,16089.7,286.434,-0.89877,3.92134e-12,0.504744,2.2236,22393.3
50,0,0.001,7.69466,2000,5.23909,5.01771,3.55527,5.48324,565.969,545.238,2037.49,1962.86,11.2188,2347.41,32.3032,49.6289,765.625,765.625,0.244572,489.145,0.00791812,15.8362,8.99071,17981.4,287.402,-0.930337,-1.52805e-11,0.521877,2.29171,22803.3
51,0,0.001,7.86914,2000,5.81632,5.51455,3.76518,6.15473,567.031,550.48,2041.31,1981.73,10.3359,2553.33,33.653,48.3639,765.625,765.625,0.2494,498.801,0.00908987,18.1797,7.74125,15482.5,287.906,-1.03553,-5.42888e-11,0.497275,2.19086,23187.1
52,0,0.001,8.77442,2000,5.61709,5.3704,3.65926,5.88932,571.258,551.574,2056.53,1985.67,11.8828,2481.47,30.2216,46.2191,765.625,765.625,0.24608,492.16,0.00810515,16.2103,8.33374,16667.5,290.09,-0.966126,-1.56551e-11,0.490008,1.97832,23597.9
53,0,0.001,8.08449,2000,5.43194,5.2093,3.61762,5.67633,571.699,551.387,2058.12,1984.99,11.375,2371.05,29.6397,46.3924,765.625,765.625,0.247256,494.512,0.00808821,16.1764,8.69252,17385,290.238,-0.97346,-4.10369e-11,0.476265,2.02263,24015.8
54,0,0.001,7.32142,2000,5.75846,5.49959,3.70375,6.04444,575.293,557.031,2071.05,2005.31,10.9922,2478.52,28.826,44.2866,765.625,765.625,0.251035,502.07,0.00884589,17.6918,8.07181,16143.6,292.031,-1.04337,4.52308e-11,0.463271,2.22677,24420.2
55,0,0.001,7.68724,2000,5.65671,5.40742,3.66546,5.9319,576.223,557.703,2074.4,2007.73,10.8672,2496.28,28.2987,44.1846,765.625,765.625,0.251684,503.367,0.00886328,17.7266,8.28016,16560.3,292.594,-1.04999,-2.25827e-13,0.458663,2.19477,24810.4
56,0,0.001,8.79023,2000,5.54917,5.30203,3.63109,5.82238,575.262,557.332,2070.94,2006.4,9.88281,2445.68,28.5079,44.7613,765.625,765.625,0.253959,507.918,0.00920246,18.4049,8.47311,16946.2,292.023,-1.06938,2.06017e-11,0.476406,2.31788,25240
57,0,0.001,9.03372,2000,5.40537,5.16913,3.58918,5.66635,573.594,555.027,2064.94,1998.1,9.89062,2392.43,29.1861,46.0144,765.625,765.625,0.252787,505.574,0.00859327,17.1865,8.75518,17510.4,291.219,-1.01231,1.4832e-11,0.478891,2.38025,25663.8
58,0,0.001,7.99126,2000,5.38393,5.15968,3.59325,5.63066,574.758,555.508,2069.13,1999.83,10.1953,2369.85,28.4072,45.448,765.625,765.625,0.252266,504.531,0.00827664,16.5533,8.84688,17693.8,291.793,-0.97864,-1.09066e-11,0.461305,2.18341,26087.6
59,0,0.001,7.67484,2000,5.35424,5.13303,3.60026,5.59722,574.086,555.094,2066.71,1998.34,10.0156,2380.93,28.4846,45.5746,765.625,765.625,0.252508,505.016,0.0082046,16.4092,8.87115,17742.3,291.422,-0.972671,2.38081e-11,0.46733,2.63639,26500.1
60,0,0.001,7.43257,2000,5.52262,5.23247,3.78548,5.84802,558.211,543.684,2009.56,1957.26,7.9375,2525.08,37.1,52.4766,765.625,765.625,0.251998,503.996,0.00772526,15.4505,8.09562,16191.2,283.445,-0.813064,1.54725e-11,0.486847,2.17393,26877.1
61,0,0.001,8.33605,2000,5.81991,5.51232,3.79419,6.16519,570.211,556.535,2052.76,2003.53,7.82031,2580.41,32.5451,47.2466,765.625,765.625,0.258717,517.434,0.00942912,18.8582,7.74748,15495,289.59,-1.06051,-6.00082e-12,0.450377,2.15503,27276.4
62,0,0.001,8.44596,2000,5.64416,5.31134,3.82974,6.02262,555.09,544.18,1998.32,1959.05,5.53906,2575.38,39.7107,54.2473,765.625,765.625,0.258242,516.484,0.00888767,17.7753,7.70977,15419.5,282.023,-0.975287,-1.83634e-11,0.457014,2.2822,27659.8
63,0,0.001,7.16362,2000,5.75898,5.43085,3.79537,6.13075,563.457,551.449,2028.45,1985.22,6.15625,2526.47,36.0371,50.5342,765.625,765.625,0.260334,520.668,0.00941608,18.8322,7.67471,15349.4,286.16,-1.03582,-9.26166e-12,0.443933,2.11368,28020.2
64,0,0.001,7.26355,2000,5.74296,5.41766,3.80003,6.11117,564.215,552.422,2031.17,1988.72,6.00781,2555.62,35.7066,50.2654,765.625,765.625,0.261191,522.383,0.00940402,18.808,7.70453,15409.1,286.535,-1.04238,-2.06796e-11,0.437999,2.10759,28390.4
