step,klcoef,lr,rollout_time,horizon,speed,speed_rl,speed_rl_std,speed_human,inflow,outflow,inflow_hourly,outflow_hourly,collisions,fuel,backlog_step,n_total_veh_step,flow_horizontal,flow_vertical,raw_reward_mean,raw_reward_sum,reward_mean,reward_sum,n_veh_step_mean,n_veh_step_sum,n_veh_unique,policy_loss,kl,entropy,gd_time,total_time
67,0,0.001,12.1894,2000,4.83058,4.83058,3.87943,,618.8,607.881,2227.68,2188.37,0.65,2094.46,15.2391,34.1806,778.75,782.5,0.302316,604.631,0.00638332,12.7666,18.9364,37872.7,627.728,-0.675706,2.17194e-13,0.0581464,3.28775,28126.4
68,0,0.001,12.1659,2000,4.84202,4.84202,3.8778,,619.984,609.281,2231.94,2193.41,0.69375,2107.34,14.8017,33.7598,778.75,782.5,0.302906,605.812,0.00640293,12.8059,18.9531,37906.2,629.066,-0.682313,1.00053e-11,0.0569853,3.41291,28554.3
69,0,0.001,12.5282,2000,4.69273,4.69273,3.83685,,622.438,610.587,2240.78,2198.12,0.85625,2053.78,13.8203,33.3937,778.75,782.5,0.303153,606.306,0.00636192,12.7238,19.5678,39135.7,631.388,-0.697889,5.22535e-12,0.0525609,3.62775,28987.7
70,0,0.001,12.2456,2000,4.80939,4.80939,3.85076,,623.837,612.644,2245.82,2205.52,0.75,2091.94,12.7003,31.9091,778.75,782.5,0.304447,608.894,0.00646946,12.9389,19.2036,38407.2,632.753,-0.701268,4.51209e-12,0.0554444,4.9884,29419.5
71,0,0.001,12.3077,2000,4.79915,4.79915,3.83657,,624.619,613.05,2248.63,2206.98,0.9625,2094.51,12.6178,31.9359,778.75,782.5,0.304119,608.237,0.00635031,12.7006,19.3128,38625.6,633.594,-0.698401,-1.12487e-11,0.0554689,3.30375,29852
72,0,0.001,12.3065,2000,4.76936,4.76936,3.84051,,624.034,612.566,2246.52,2205.24,0.8375,2091.84,12.6438,32.0077,778.75,782.5,0.304189,608.378,0.00633159,12.6632,19.3586,38717.2,632.916,-0.689709,8.4435e-12,0.0553233,3.30731,30287.6
73,0,0.001,12.5188,2000,4.66886,4.66886,3.81437,,623.991,611.816,2246.37,2202.54,0.8,2029.88,13.2062,33.0038,778.75,782.5,0.303908,607.816,0.0062519,12.5038,19.7919,39583.8,632.816,-0.690659,3.21138e-12,0.0519191,3.39233,30718.8
74,0,0.001,12.2928,2000,4.75804,4.75804,3.8501,,616.625,604.972,2219.85,2177.9,0.9,2080.16,15.6529,34.995,778.75,782.5,0.300236,600.472,0.00563908,11.2782,19.3367,38673.4,625.553,-0.593462,5.49805e-12,0.0589629,3.36982,31149
75,0,0.001,12.4328,2000,4.73971,4.73971,3.81852,,626.259,614.544,2254.53,2212.36,0.94375,2087.58,12.2836,31.9328,778.75,782.5,0.304913,609.825,0.00626396,12.5279,19.6438,39287.6,635.253,-0.696174,-2.95602e-12,0.0526392,3.32736,31584.1
76,0,0.001,12.4626,2000,4.67672,4.67672,3.83616,,620.781,608.975,2234.81,2192.31,0.84375,2051.47,13.9295,33.6201,778.75,782.5,0.302378,604.756,0.00586562,11.7312,19.6851,39370.2,629.797,-0.633294,4.7409e-11,0.0557524,3.42643,32024.1
77,0,0.001,12.4606,2000,4.71458,4.71458,3.81426,,626.881,614.987,2256.77,2213.96,0.8375,2043.88,11.5482,31.1943,778.75,782.5,0.3054,610.8,0.00623472,12.4694,19.6405,39281.1,635.931,-0.690865,-6.61619e-12,0.0517564,3.66036,32456.1
78,0,0.001,12.4315,2000,4.75018,4.75018,3.81723,,626.931,615.572,2256.95,2216.06,0.86875,2103.21,11.7009,31.2685,778.75,782.5,0.305614,611.228,0.00621795,12.4359,19.5623,39124.6,636.025,-0.685483,-2.29867e-12,0.0514736,3.41014,32894.5
