step,klcoef,lr,rollout_time,horizon,speed,speed_rl,speed_rl_std,speed_human,inflow,outflow,inflow_hourly,outflow_hourly,collisions,fuel,backlog_step,n_total_veh_step,flow_horizontal,flow_vertical,raw_reward_mean,raw_reward_sum,reward_mean,reward_sum,n_veh_step_mean,n_veh_step_sum,n_veh_unique,policy_loss,kl,entropy,gd_time,total_time,collisions_human
89,0,0.001,7.50562,2000,5.22387,4.78083,3.48098,5.48009,635.473,623.086,2287.7,2243.11,3.32812,2373.5,6.5275,24.5562,778.75,782.5,0.303223,606.445,0.000801805,1.60361,6.52339,13046.8,214.522,-0.226106,-1.03855e-11,0.150864,5.07289,,2.69062
90,0,0.001,7.35779,2000,5.24963,4.80402,3.50348,5.50728,635.72,623.077,2288.59,2243.08,3.67188,2355.08,6.46186,24.4095,778.75,782.5,0.302359,604.717,0.000567884,1.13577,6.49389,12987.8,214.762,-0.198718,-1.21929e-11,0.149467,5.69718,,2.92188
91,0,0.001,7.37506,2000,5.27032,4.81838,3.52245,5.53185,636.475,624.072,2291.31,2246.66,3.45938,2371.98,6.14197,23.9747,778.75,782.5,0.303388,606.775,0.000844859,1.68972,6.46332,12926.6,214.988,-0.231188,-2.30534e-12,0.146842,7.11661,,2.74219
92,0,0.001,7.42791,2000,5.20274,4.74561,3.51999,5.46819,635.606,624.233,2288.18,2247.24,2.44062,2383.17,6.53442,24.5218,778.75,782.5,0.306015,612.03,0.00154637,3.09274,6.53542,13070.8,214.686,-0.293482,3.46377e-11,0.155021,5.53342,,2.02969
93,0,0.001,7.43106,2000,5.16149,4.7085,3.49678,5.42456,635.745,624.117,2288.68,2246.82,2.35938,2337.24,6.47491,24.5945,778.75,782.5,0.30616,612.32,0.001545,3.09,6.58324,13166.5,214.73,-0.30092,-4.50869e-12,0.159325,7.73562,,2.02188
94,0,0.001,7.42537,2000,5.19388,4.73111,3.50594,5.46318,636.281,625.112,2290.61,2250.4,2.15313,2355.63,6.3125,24.2989,778.75,782.5,0.307173,614.347,0.00182175,3.6435,6.54604,13092.1,214.948,-0.317125,7.09664e-12,0.158028,5.41432,,1.81875
95,0,0.001,7.71413,2000,5.18321,4.71707,3.5324,5.45493,635.814,624.673,2288.93,2248.82,2.32812,2390.45,6.55354,24.5158,778.75,782.5,0.306516,613.033,0.00159917,3.19834,6.54587,13091.7,214.778,-0.306986,-3.41278e-12,0.156991,7.37644,,2.04688
96,0,0.001,7.6974,2000,5.17084,4.72677,3.45462,5.42814,635.622,623.861,2288.24,2245.9,2.50937,2341.43,6.513,24.7023,778.75,782.5,0.305657,611.314,0.00134394,2.68788,6.58998,13180,214.705,-0.26655,9.61757e-12,0.158737,5.36231,,2.05156
97,0,0.001,7.43796,2000,5.1447,4.68004,3.48538,5.4157,635.302,624.233,2287.09,2247.24,1.95,2355.67,6.77277,24.8846,778.75,782.5,0.307241,614.483,0.0017771,3.5542,6.60046,13200.9,214.592,-0.312416,2.00084e-11,0.166338,5.81481,,1.68125
98,0,0.001,7.42197,2000,5.19888,4.72962,3.53372,5.47247,636.061,625.067,2289.82,2250.24,2.0875,2373.49,6.49492,24.4002,778.75,782.5,0.307315,614.63,0.00178148,3.56296,6.52797,13055.9,214.855,-0.314668,6.89711e-12,0.160107,7.5865,,1.80781
99,0,0.001,7.39526,2000,5.26341,4.79581,3.54931,5.53532,636.711,625.336,2292.16,2251.21,2.5625,2406,6.23138,23.9871,778.75,782.5,0.306262,612.523,0.00147127,2.94254,6.46073,12921.5,215.019,-0.292043,1.20794e-11,0.154581,7.33116,,2.15313
100,0,0.001,7.39439,2000,5.25803,4.79491,3.50214,5.52708,636.752,625.272,2292.31,2250.98,2.64688,2371.87,6.02324,23.8578,778.75,782.5,0.306019,612.038,0.00138053,2.76105,6.48059,12961.2,215.119,-0.281486,-2.0924e-11,0.157985,5.2651,,2.20312
101,0,0.001,7.36707,2000,5.2419,4.77677,3.50662,5.51241,636.959,625.314,2293.05,2251.13,2.57187,2353.92,6.03085,23.8725,778.75,782.5,0.306227,612.455,0.00143034,2.86068,6.49111,12982.2,215.098,-0.292778,1.89027e-11,0.161582,5.90238,,2.12656
102,0,0.001,7.4034,2000,5.22287,4.77794,3.46823,5.48029,636.261,624.242,2290.54,2247.27,2.93125,2362.31,6.12945,24.1633,778.75,782.5,0.304793,609.586,0.000973549,1.9471,6.52749,13055,214.875,-0.241459,1.07548e-11,0.157335,5.54868,,2.275
103,0,0.001,7.73387,2000,5.21578,4.75794,3.45655,5.4816,636.514,625.058,2291.45,2250.21,2.29688,2351.69,6.15779,24.1427,778.75,782.5,0.306787,613.573,0.00157133,3.14266,6.53283,13065.7,214.934,-0.291367,1.10553e-11,0.161004,10.2627,,1.90469
104,0,0.001,7.79469,2000,5.24271,4.7741,3.49694,5.51556,636.678,625.555,2292.04,2252,2.3125,2384.93,6.08327,23.9124,778.75,782.5,0.306996,613.992,0.00159349,3.18699,6.49169,12983.4,215.056,-0.298924,1.55264e-11,0.159828,5.4961,,1.96562
105,0,0.001,7.60568,2000,5.21254,4.74261,3.48474,5.48654,636.134,624.903,2290.08,2249.65,2.175,2368.02,6.32218,24.2306,778.75,782.5,0.307014,614.028,0.00158667,3.17333,6.52544,13050.9,214.839,-0.297806,-6.54304e-12,0.162478,5.67298,,1.88125
106,0,0.001,7.42812,2000,5.1376,4.6681,3.57536,5.41201,632.681,621.566,2277.65,2237.64,2.11875,2375.51,8.00435,25.9945,778.75,782.5,0.305486,610.972,0.00104328,2.08655,6.56631,13132.6,213.695,-0.24432,1.30943e-11,0.160243,5.6279,,1.88437
107,0,0.001,7.39999,2000,5.25065,4.77561,3.52845,5.5277,636.098,624.945,2289.95,2249.8,2.46563,2395.68,6.56139,24.2899,778.75,782.5,0.306309,612.617,0.00134999,2.69998,6.46335,12926.7,214.869,-0.280827,-3.17522e-11,0.15568,7.3365,,2.09063
108,0,0.001,7.38149,2000,5.28286,4.81078,3.51203,5.55769,637.252,625.681,2294.11,2252.45,2.63437,2382.94,5.94219,23.654,778.75,782.5,0.306255,612.509,0.00134375,2.68751,6.44759,12895.2,215.208,-0.288131,4.98385e-11,0.15527,7.89232,,2.20625
109,0,0.001,7.36813,2000,5.29058,4.82888,3.52372,5.55854,637.117,624.98,2293.62,2249.93,3.17188,2382.06,5.85668,23.6152,778.75,782.5,0.30456,609.12,0.000824599,1.6492,6.44498,12890,215.194,-0.231122,1.4892e-11,0.151375,5.11532,,2.51719
110,0,0.001,7.35398,2000,5.27527,4.82092,3.49286,5.53845,637.034,625.205,2293.32,2250.74,3.13125,2386.38,5.92719,23.7811,778.75,782.5,0.304774,609.548,0.000866107,1.73221,6.46967,12939.3,215.223,-0.231832,2.54036e-11,0.150604,5.75812,,2.45469
111,0,0.001,7.42994,2000,5.22467,4.7715,3.48062,5.48748,636.661,625.106,2291.98,2250.38,2.48125,2369.28,5.97767,23.9539,778.75,782.5,0.30635,612.7,0.00128204,2.56408,6.52024,13040.5,215.02,-0.267893,8.07858e-12,0.154672,6.55294,,2.00312
112,0,0.001,7.36998,2000,5.27951,4.80539,3.54866,5.55565,637.45,626.272,2294.82,2254.58,2.3625,2385.16,5.89445,23.6054,778.75,782.5,0.30723,614.459,0.00156849,3.13698,6.45101,12902,215.319,-0.299525,-3.3035e-12,0.150862,5.28677,,1.98438
113,0,0.001,7.37377,2000,5.2578,4.80099,3.49949,5.52276,637.047,625.223,2293.37,2250.8,2.85312,2369.18,5.87686,23.7641,778.75,782.5,0.305479,610.958,0.00103,2.06001,6.48701,12974,215.159,-0.253274,-6.59735e-12,0.152496,7.64991,,2.28125
114,0,0.001,7.41044,2000,5.23034,4.77037,3.49777,5.49755,636.695,625.427,2292.1,2251.54,2.14062,2361.65,5.95713,23.8876,778.75,782.5,0.307362,614.723,0.00153478,3.06955,6.51225,13024.5,215.017,-0.285711,-2.30031e-11,0.155758,10.5986,,1.74375
115,0,0.001,7.39989,2000,5.26974,4.81022,3.56781,5.53629,637.177,625.386,2293.84,2251.39,2.8625,2377.24,5.83001,23.6323,778.75,782.5,0.305537,611.073,0.000996443,1.99289,6.46145,12922.9,215.236,-0.253348,-4.93025e-12,0.148193,7.03742,,2.30469
116,0,0.001,7.7537,2000,5.28394,4.81516,3.5372,5.55651,638.003,626.666,2296.81,2256,2.44062,2374.64,5.53913,23.2697,778.75,782.5,0.307231,614.462,0.00150147,3.00294,6.45018,12900.4,215.5,-0.297451,4.35219e-11,0.152685,5.5127,,2.01094
117,0,0.001,7.70823,2000,5.29085,4.81583,3.55688,5.5675,637.936,626.906,2296.57,2256.86,2.37188,2395.14,5.57366,23.2537,778.75,782.5,0.307523,615.047,0.00159838,3.19677,6.44137,12882.7,215.505,-0.307453,-1.10456e-11,0.15037,5.32724,,2
118,0,0.001,7.73024,2000,5.27354,4.80949,3.50431,5.54309,637.667,626.4,2295.6,2255.04,2.38437,2378.91,5.65281,23.4607,778.75,782.5,0.307239,614.478,0.00146778,2.93555,6.47081,12941.6,215.366,-0.292737,1.20194e-11,0.152188,8.73501,,1.92813
119,0,0.001,7.69161,2000,5.25621,4.80574,3.491,5.51711,637.203,625.036,2293.93,2250.13,2.9875,2347.25,5.67271,23.6014,778.75,782.5,0.305049,610.098,0.000786044,1.57209,6.49278,12985.6,215.223,-0.222526,-6.21553e-12,0.151069,6.72376,,2.30156
120,0,0.001,7.40263,2000,5.29315,4.81999,3.55174,5.5686,637.98,626.805,2296.73,2256.5,2.45,2387.84,5.48405,23.1792,778.75,782.5,0.307277,614.555,0.00146635,2.93269,6.44083,12881.7,215.505,-0.294393,1.23599e-11,0.15094,5.50775,,2.00625
121,0,0.001,7.3726,2000,5.2549,4.77876,3.53338,5.53269,637.727,626.858,2295.82,2256.69,2.03437,2394.86,5.63645,23.419,778.75,782.5,0.308343,616.686,0.00175739,3.51477,6.48282,12965.6,215.373,-0.316728,5.08075e-12,0.157048,5.36312,,1.72812
122,0,0.001,7.37354,2000,5.26643,4.80517,3.49714,5.53428,637.77,626.105,2295.97,2253.98,2.68125,2361.01,5.58329,23.4452,778.75,782.5,0.306349,612.698,0.0011732,2.34641,6.48602,12972,215.434,-0.267101,7.76431e-12,0.153182,5.7584,,2.13281
123,0,0.001,7.37446,2000,5.27814,4.80997,3.49983,5.55042,638.253,626.916,2297.71,2256.9,2.59375,2381.26,5.44594,23.2234,778.75,782.5,0.306973,613.947,0.0013568,2.71359,6.46713,12934.3,215.595,-0.288566,1.37957e-11,0.153361,9.9897,,2.09219
124,0,0.001,7.41033,2000,5.26165,4.78674,3.52995,5.53847,637.658,626.569,2295.57,2255.65,2.09375,2370.05,5.74222,23.4954,778.75,782.5,0.30805,616.1,0.00163278,3.26556,6.47036,12940.7,215.359,-0.308502,-1.99985e-11,0.153796,5.38371,,1.75469
125,0,0.001,7.36032,2000,5.28592,4.81182,3.5278,5.56204,638.184,627.108,2297.46,2257.59,2.39062,2398.69,5.43216,23.1465,778.75,782.5,0.307577,615.155,0.00149454,2.98908,6.45183,12903.7,215.602,-0.297078,-2.52508e-12,0.150943,5.41785,,1.96094
126,0,0.001,7.36649,2000,5.31029,4.83497,3.53259,5.58701,638.352,627.33,2298.07,2258.39,2.38125,2401.94,5.42816,23.0595,778.75,782.5,0.307712,615.423,0.00151702,3.03405,6.42099,12842,215.597,-0.301447,1.17103e-11,0.147787,5.86856,,1.92656
127,0,0.001,7.35108,2000,5.3066,4.82964,3.55155,5.58443,638.219,627.255,2297.59,2258.12,2.35625,2392.92,5.42922,23.0524,778.75,782.5,0.307737,615.473,0.00150614,3.01229,6.42042,12840.8,215.597,-0.301783,2.9346e-12,0.148703,7.44815,,1.93125
128,0,0.001,7.39122,2000,5.3033,4.83393,3.533,5.57611,638.377,627.091,2298.16,2257.53,2.54062,2391.74,5.33864,23.0197,778.75,782.5,0.307194,614.388,0.00129279,2.58558,6.42899,12858,215.586,-0.277195,-1.76698e-12,0.149286,7.67117,,1.98594
129,0,0.001,7.37635,2000,5.27276,4.79575,3.52462,5.55095,637.902,627.167,2296.45,2257.8,1.97812,2401.9,5.62801,23.3473,778.75,782.5,0.308638,617.277,0.0017273,3.45459,6.45982,12919.6,215.422,-0.318924,2.13025e-11,0.155599,5.50885,,1.65625
130,0,0.001,7.43381,2000,5.21204,4.76359,3.47543,5.47199,636.973,625.152,2293.1,2250.55,2.5,2342.04,5.86739,23.9183,778.75,782.5,0.306326,612.652,0.000974381,1.94876,6.53782,13075.6,215.139,-0.234862,8.07738e-12,0.151784,5.911,,1.91094
131,0,0.001,7.39135,2000,5.27058,4.79997,3.51495,5.54455,637.969,627.016,2296.69,2257.26,2.12188,2381.3,5.48831,23.2609,778.75,782.5,0.308203,616.406,0.00156805,3.1361,6.46737,12934.7,215.486,-0.29747,1.46738e-11,0.151351,7.55385,,1.71406
132,0,0.001,7.4019,2000,5.27683,4.80768,3.55529,5.54978,637.586,626.614,2295.31,2255.81,2.3,2397.73,5.70802,23.4535,778.75,782.5,0.307557,615.114,0.00136027,2.72054,6.45533,12910.7,215.38,-0.281908,1.91686e-11,0.147419,5.38239,,1.91875
133,0,0.001,7.36997,2000,5.25869,4.79888,3.50235,5.52566,637.852,626.794,2296.27,2256.46,2.26562,2373.96,5.54833,23.4115,778.75,782.5,0.307733,615.466,0.00139124,2.78247,6.48395,12967.9,215.488,-0.282603,1.66374e-11,0.146767,8.09242,,1.79688
134,0,0.001,7.81101,2000,5.3074,4.83324,3.545,5.58337,638.492,627.475,2298.57,2258.91,2.39688,2399.77,5.262,22.9122,778.75,782.5,0.307745,615.491,0.00141743,2.83485,6.42567,12851.3,215.683,-0.293309,-6.8474e-12,0.144575,5.91224,,1.94687
135,0,0.001,7.804,2000,5.32485,4.84215,3.56893,5.60633,638.261,627.491,2297.74,2258.97,2.38125,2418.93,5.52859,23.0794,778.75,782.5,0.307792,615.584,0.00141488,2.82976,6.39991,12799.8,215.597,-0.296098,-9.12212e-12,0.141387,7.31001,,1.98594
136,0,0.001,7.85974,2000,5.35963,4.87397,3.56829,5.64278,638.666,627.681,2299.2,2259.65,2.52188,2414.35,5.33487,22.7779,778.75,782.5,0.307536,615.072,0.00132762,2.65524,6.36086,12721.7,215.722,-0.290784,-1.94678e-11,0.13797,5.45293,,2.10781
137,0,0.001,7.77755,2000,5.29949,4.82901,3.51216,5.57308,638.192,626.573,2297.49,2255.66,2.5875,2363.52,5.30407,23.0156,778.75,782.5,0.306818,613.636,0.00108139,2.16279,6.44055,12881.1,215.514,-0.267927,-3.23467e-12,0.143279,5.26278,,2.10625
138,0,0.001,7.61259,2000,5.25413,4.78531,3.47232,5.52726,637.248,626.114,2294.09,2254.01,2.11875,2352.19,5.77535,23.6467,778.75,782.5,0.30776,615.52,0.00134596,2.69192,6.49843,12996.9,215.261,-0.272835,1.46228e-11,0.149758,8.2879,,1.74844
139,0,0.001,7.40734,2000,5.26895,4.7891,3.51398,5.54903,638.134,627.553,2297.28,2259.19,1.8875,2395.74,5.56623,23.2836,778.75,782.5,0.309058,618.116,0.00174302,3.48604,6.46374,12927.5,215.547,-0.313843,2.22245e-11,0.148584,8.03618,,1.59062
140,0,0.001,7.45104,2000,5.24611,4.78184,3.45924,5.51621,637.109,625.828,2293.59,2252.98,2.24375,2366.2,5.799,23.7026,778.75,782.5,0.307305,614.609,0.00117439,2.34878,6.50404,13008.1,215.172,-0.262235,3.77293e-12,0.147152,5.57281,,1.82031
141,0,0.001,7.32565,2000,5.34633,4.86414,3.52624,5.62734,638.698,627.795,2299.31,2260.06,2.33438,2405.46,5.22624,22.7516,778.75,782.5,0.308062,616.123,0.00144022,2.88043,6.38518,12770.4,215.755,-0.291581,-5.43963e-13,0.142131,5.21467,,1.90469
142,0,0.001,7.40325,2000,5.29513,4.82477,3.4878,5.56876,638.164,627.188,2297.39,2257.88,2.27188,2384.33,5.32483,23.0662,778.75,782.5,0.307914,615.828,0.00135236,2.70472,6.44981,12899.6,215.625,-0.282177,-7.49079e-12,0.146554,5.81424,,1.82812
143,0,0.001,7.35403,2000,5.33385,4.85332,3.51463,5.61387,638.619,627.673,2299.03,2259.62,2.17188,2382.47,5.23475,22.8208,778.75,782.5,0.308407,616.814,0.0015041,3.0082,6.4051,12810.2,215.698,-0.293522,2.72906e-11,0.145938,10.8084,,1.75156
144,0,0.001,7.35128,2000,5.38246,4.90065,3.54492,5.66289,639.08,628.058,2300.69,2261.01,2.8,2444.36,5.02473,22.4546,778.75,782.5,0.307029,614.058,0.00110788,2.21577,6.3465,12693,215.819,-0.263019,-9.4792e-12,0.141168,5.3153,,2.24844
145,0,0.001,7.33354,2000,5.34702,4.86773,3.51659,5.62604,639.103,628.289,2300.77,2261.84,2.35312,2409.08,4.9499,22.4834,778.75,782.5,0.308262,616.523,0.00145894,2.91788,6.38575,12771.5,215.856,-0.302146,-7.1532e-12,0.143754,5.22712,,1.92031
146,0,0.001,7.34192,2000,5.35544,4.86984,3.51304,5.63862,638.883,628.091,2299.98,2261.13,2.31875,2406.62,5.17693,22.6788,778.75,782.5,0.308248,616.497,0.00145425,2.9085,6.38123,12762.5,215.812,-0.297627,-5.73902e-12,0.143376,5.90904,,1.92813
147,0,0.001,7.29817,2000,5.38688,4.89843,3.56188,5.67167,639.291,628.43,2301.45,2262.35,2.48125,2416.91,4.93105,22.303,778.75,782.5,0.308012,616.023,0.00137617,2.75233,6.33642,12672.8,215.964,-0.291275,-1.62897e-11,0.139601,7.36996,,2.07031
148,0,0.001,7.35399,2000,5.37162,4.8822,3.54959,5.65717,638.878,628.141,2299.96,2261.31,2.39375,2422.44,5.23553,22.6559,778.75,782.5,0.308086,616.172,0.00139641,2.79282,6.3549,12709.8,215.839,-0.290741,-3.05498e-11,0.141936,8.65051,,1.96094
149,0,0.001,7.33273,2000,5.36383,4.89106,3.5384,5.63831,638.952,627.364,2300.23,2258.51,2.90313,2385.15,5.03059,22.5388,778.75,782.5,0.306424,612.848,0.000832634,1.66527,6.36391,12727.8,215.844,-0.246843,-2.93514e-11,0.141249,5.39577,,2.25625
150,0,0.001,7.33276,2000,5.36055,4.87613,3.54235,5.64278,638.905,628.089,2300.06,2261.12,2.30938,2392.26,5.13093,22.6121,778.75,782.5,0.308271,616.542,0.00138282,2.76565,6.37065,12741.3,215.82,-0.287996,-3.08364e-12,0.145728,6.02391,,1.80313
151,0,0.001,7.38084,2000,5.34918,4.87547,3.54155,5.62451,638.972,627.816,2300.3,2260.14,2.55625,2388.96,4.99638,22.5576,778.75,782.5,0.307517,615.034,0.00113799,2.27598,6.38439,12768.8,215.791,-0.265644,7.35424e-12,0.144595,7.77555,,1.99063
152,0,0.001,7.38093,2000,5.32802,4.85616,3.50584,5.60232,639.039,627.911,2300.54,2260.48,2.2125,2366.51,4.974,22.6283,778.75,782.5,0.308424,616.848,0.00140171,2.80343,6.41637,12832.7,215.787,-0.28808,-4.63677e-12,0.147926,6.84605,,1.69844
153,0,0.001,7.35577,2000,5.32261,4.84816,3.52231,5.59874,638.556,627.663,2298.8,2259.59,2.19062,2383.49,5.23466,22.8934,778.75,782.5,0.308355,616.709,0.00137969,2.75937,6.42218,12844.4,215.698,-0.282337,2.52593e-11,0.147437,8.75388,,1.75937
154,0,0.001,7.42237,2000,5.27788,4.80962,3.49141,5.55038,638.336,627.35,2298.01,2258.46,1.91562,2353.09,5.18776,23.0084,778.75,782.5,0.308886,617.772,0.00150858,3.01717,6.47652,12953,215.639,-0.288451,-7.13111e-12,0.152516,6.58351,,1.47969
155,0,0.001,7.5715,2000,5.30707,4.83556,3.5218,5.58141,638.523,627.534,2298.68,2259.12,2.04375,2362.51,5.24209,22.9465,778.75,782.5,0.308658,617.316,0.00144367,2.88734,6.437,12874,215.669,-0.285452,1.02307e-11,0.147181,7.4272,,1.6125
156,0,0.001,7.41508,2000,5.34406,4.86149,3.56591,5.62533,638.772,627.944,2299.58,2260.6,2.13437,2391.72,5.14843,22.684,778.75,782.5,0.308636,617.272,0.00142581,2.85162,6.3905,12781,215.77,-0.293622,3.88601e-11,0.145498,5.57722,,1.70781
157,0,0.001,7.35115,2000,5.33299,4.84883,3.54159,5.61543,639.028,628.4,2300.5,2262.24,1.975,2390.83,5.06809,22.6361,778.75,782.5,0.309262,618.525,0.00162727,3.25455,6.40448,12809,215.852,-0.306408,-1.77385e-11,0.14872,5.53584,,1.58438
158,0,0.001,7.34241,2000,5.38017,4.89661,3.56038,5.6617,639.184,628.394,2301.06,2262.22,2.28125,2403.39,5.00584,22.4423,778.75,782.5,0.308494,616.987,0.00140248,2.80497,6.35105,12702.1,215.894,-0.292087,-4.99951e-13,0.142085,13.4661,,1.79844
159,0,0.001,7.32665,2000,5.34886,4.85675,3.56549,5.63642,638.784,628.309,2299.62,2261.91,1.84062,2393.69,5.22509,22.6907,778.75,782.5,0.309553,619.106,0.00167682,3.35363,6.3788,12757.6,215.736,-0.311977,-6.93872e-12,0.146252,7.38906,,1.5
160,0,0.001,7.91254,2000,5.35772,4.86597,3.58439,5.64495,638.342,627.842,2298.03,2260.23,2.1,2412.36,5.45542,22.8896,778.75,782.5,0.308671,617.342,0.00140031,2.80062,6.36566,12731.3,215.661,-0.283236,-3.23007e-11,0.143938,5.64215,,1.69063
161,0,0.001,7.96364,2000,5.3571,4.86692,3.56359,5.64326,638.652,628.166,2299.15,2261.4,2.04375,2412.65,5.31957,22.7634,778.75,782.5,0.308973,617.947,0.00149335,2.9867,6.36633,12732.7,215.716,-0.297618,-7.09525e-12,0.145271,5.39768,,1.66719
162,0,0.001,7.90958,2000,5.36772,4.87333,3.56978,5.6566,638.562,628,2298.82,2260.8,1.96562,2394.74,5.343,22.7437,778.75,782.5,0.309086,618.172,0.00151296,3.02592,6.35579,12711.6,215.727,-0.29424,-6.35931e-12,0.146169,6.01229,,1.59062
163,0,0.001,7.4651,2000,5.33552,4.85057,3.51937,5.61833,638.911,628.506,2300.08,2262.62,1.79375,2371.83,5.08969,22.639,778.75,782.5,0.309769,619.538,0.00169228,3.38457,6.39967,12799.3,215.877,-0.306879,-5.94144e-12,0.148669,10.8293,,1.39375
164,0,0.001,7.34289,2000,5.403,4.90734,3.55446,5.69237,639.755,629.167,2303.12,2265,2.1,2409.24,4.77104,22.0964,778.75,782.5,0.309334,618.667,0.00158959,3.17918,6.32497,12649.9,216.12,-0.306597,5.80012e-12,0.145671,5.57961,,1.6625
165,0,0.001,7.29955,2000,5.38408,4.90221,3.54302,5.66442,639.561,628.675,2302.42,2263.23,2.34687,2393.36,4.75354,22.1779,778.75,782.5,0.30847,616.941,0.00131908,2.63816,6.34394,12687.9,216.086,-0.280591,-1.03381e-11,0.14395,5.3243,,1.78281
166,0,0.001,7.34884,2000,5.35288,4.87075,3.49747,5.63363,639.392,628.816,2301.81,2263.74,1.9875,2383,4.89543,22.4253,778.75,782.5,0.309439,618.878,0.00157402,3.14804,6.38537,12770.8,215.995,-0.307402,-2.90597e-11,0.148001,5.89011,,1.52812
167,0,0.001,7.34628,2000,5.35285,4.86242,3.52735,5.63918,639.122,628.739,2300.84,2263.46,1.81563,2400.24,5.06725,22.5542,778.75,782.5,0.30983,619.661,0.00167403,3.34806,6.38217,12764.3,215.917,-0.310527,8.39606e-12,0.147419,7.32095,,1.42188
168,0,0.001,7.32943,2000,5.3978,4.90842,3.54269,5.68304,639.755,629.263,2303.12,2265.35,2.16562,2416,4.74691,22.0988,778.75,782.5,0.309217,618.434,0.00150621,3.01243,6.32832,12656.6,216.103,-0.300971,-1.65879e-12,0.142229,8.45413,,1.72656
169,0,0.001,7.32314,2000,5.3775,4.89533,3.51479,5.65827,639.452,628.503,2302.03,2262.61,2.33438,2385.12,4.80912,22.2838,778.75,782.5,0.308416,616.831,0.00124505,2.49009,6.36122,12722.4,215.983,-0.277614,-2.86543e-12,0.142489,5.3078,,1.79531
170,0,0.001,7.34705,2000,5.37007,4.8911,3.51822,5.64867,639.309,628.186,2301.51,2261.47,2.51562,2396.45,4.89976,22.3954,778.75,782.5,0.307804,615.608,0.00103456,2.06912,6.36492,12729.8,215.948,-0.25613,-1.51447e-11,0.142362,6.20103,,1.89531
171,0,0.001,7.3854,2000,5.27732,4.82514,3.48771,5.53904,638.255,626.373,2297.72,2254.94,2.9,2355.15,5.31514,23.1612,778.75,782.5,0.305937,611.873,0.000414732,0.829464,6.4629,12925.8,215.603,-0.199537,8.10446e-12,0.144261,7.60015,,2.16562
172,0,0.001,7.38232,2000,5.39755,4.89943,3.5711,5.68862,639.239,628.922,2301.26,2264.12,2.09375,2430.63,5.0035,22.3032,778.75,782.5,0.309227,618.453,0.0014699,2.9398,6.32021,12640.4,215.934,-0.294206,7.32519e-12,0.141231,5.63411,,1.66875
173,0,0.001,7.33067,2000,5.35917,4.87975,3.5085,5.63814,638.973,628.273,2300.3,2261.78,2.15937,2398.01,5.02831,22.5395,778.75,782.5,0.308738,617.477,0.00129126,2.58253,6.37318,12746.4,215.88,-0.270285,3.23092e-11,0.143666,8.34362,,1.62813
174,0,0.001,7.32709,2000,5.38097,4.88395,3.56113,5.67143,638.522,628.297,2298.68,2261.87,1.90625,2434.51,5.30461,22.6316,778.75,782.5,0.309383,618.766,0.00149103,2.98205,6.33128,12662.6,215.664,-0.291232,7.46455e-12,0.142354,6.10552,,1.52969
175,0,0.001,7.91884,2000,5.42103,4.92466,3.56156,5.71069,639.15,628.478,2300.94,2262.52,2.31875,2424.43,5.0613,22.3172,778.75,782.5,0.308442,616.884,0.00122228,2.44457,6.29653,12593.1,215.906,-0.272278,-8.69923e-12,0.137522,7.711,,1.8375
176,0,0.001,7.95919,2000,5.42918,4.93599,3.53587,5.71665,639.717,629.141,2302.98,2264.91,2.19687,2421.75,4.74894,21.9994,778.75,782.5,0.309078,618.156,0.00138143,2.76286,6.28984,12579.7,216.044,-0.287236,4.7357e-12,0.13887,5.45406,,1.68906
177,0,0.001,7.68118,2000,5.41735,4.92786,3.534,5.70243,639.458,628.545,2302.05,2262.76,2.59687,2429.22,4.86299,22.1549,778.75,782.5,0.30778,615.561,0.000990561,1.98112,6.30181,12603.6,215.919,-0.260628,-3.06131e-11,0.139118,5.40189,,2.00937
178,0,0.001,7.33515,2000,5.3785,4.88309,3.53118,5.66791,639.038,628.92,2300.53,2264.11,1.81875,2438.75,5.06753,22.4461,778.75,782.5,0.309913,619.827,0.00163528,3.27056,6.34621,12692.4,215.83,-0.301277,-3.2159e-12,0.142271,8.5838,,1.47969
179,0,0.001,7.31311,2000,5.41149,4.91635,3.53608,5.70046,639.242,628.98,2301.27,2264.33,2.30938,2454.07,5.02615,22.336,778.75,782.5,0.308716,617.433,0.00126912,2.53824,6.31561,12631.2,215.998,-0.280925,-3.50417e-12,0.140927,7.68931,,1.80313
180,0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
